path	filename	sentence	label	lentgh(sec)
datasets/fourthbrain/610dba32b3a7b60345b49aff.wav	610dba32b3a7b60345b49aff.wav	 fourthbrain 	fourthbrain	1.45
datasets/fourthbrain/610dba493b684eae869a3f51.wav	610dba493b684eae869a3f51.wav	 fourthbrain 	fourthbrain	1.45
datasets/fourthbrain/610dba023b684eae869a3f3d.wav	610dba023b684eae869a3f3d.wav	 fourthbrain 	fourthbrain	1.1375
datasets/fourthbrain/610dba60bee5593f5868a8d8.wav	610dba60bee5593f5868a8d8.wav	 fourthbrain 	fourthbrain	1.2
datasets/fourthbrain/610db8d23b684eae869a3ee2.wav	610db8d23b684eae869a3ee2.wav	 fourthbrain 	fourthbrain	0.95
datasets/fourthbrain/610db7e4b4ffdeeaa7aea16c.wav	610db7e4b4ffdeeaa7aea16c.wav	 fourthbrain 	fourthbrain	1.04825
datasets/fourthbrain/610dba13bee5593f5868a8b0.wav	610dba13bee5593f5868a8b0.wav	 fourthbrain 	fourthbrain	0.95
datasets/fourthbrain/610db7b9b4ffdeeaa7aea166.wav	610db7b9b4ffdeeaa7aea166.wav	 fourthbrain 	fourthbrain	1.0125
datasets/fourthbrain/610db7b2b3a7b60345b49a44.wav	610db7b2b3a7b60345b49a44.wav	 fourthbrain 	fourthbrain	1.1375
datasets/fourthbrain/610db8bbb4ffdeeaa7aea1a4.wav	610db8bbb4ffdeeaa7aea1a4.wav	 fourthbrain 	fourthbrain	0.95
datasets/fourthbrain/610db9ac3b684eae869a3f25.wav	610db9ac3b684eae869a3f25.wav	 fourthbrain 	fourthbrain	0.95
datasets/fourthbrain/610db9cbb3a7b60345b49acd.wav	610db9cbb3a7b60345b49acd.wav	 fourthbrain 	fourthbrain	0.95
datasets/fourthbrain/610db8b8b4ffdeeaa7aea1a2.wav	610db8b8b4ffdeeaa7aea1a2.wav	 fourthbrain 	fourthbrain	1.075
datasets/fourthbrain/610db8debee5593f5868a84a.wav	610db8debee5593f5868a84a.wav	 fourthbrain 	fourthbrain	1.0125
datasets/fourthbrain/610db9acb3a7b60345b49ac3.wav	610db9acb3a7b60345b49ac3.wav	 fourthbrain 	fourthbrain	1.2
datasets/fourthbrain/610db7d4b4ffdeeaa7aea169.wav	610db7d4b4ffdeeaa7aea169.wav	 fourthbrain 	fourthbrain	0.825
datasets/fourthbrain/610db8f0b4ffdeeaa7aea1b7.wav	610db8f0b4ffdeeaa7aea1b7.wav	 fourthbrain 	fourthbrain	1.0125
